id,damana,espanol,estado,fuente
lfb_MLY_p146_s021,Raga guaka awargua zhaguasheka kʉwarga anzhʉntka”.,Yo puedo explicar el sueño del rey”.,aprobado,lfb oraciones
lfb_MLY_p146_s022,Ibanekaga une awantka Daniel Nabucodonosor tuʉn.,El sirviente llevó a Daniel a ver a Nabucodonosor.,aprobado,lfb oraciones
lfb_MLY_p146_s023,Danielga uguia zhaguashekaga: “Kunkujshinaga muguia awantka kʉnzhanekʉnka.,Daniel le dijo al rey: “Dios te ha revelado el futuro.,aprobado,lfb oraciones
lfb_MLY_p146_s024,"Ima nʉnka ma kʉwarga minzhʉntka: tua awamka shkua estatua shamunku oro kʉnʉnka, pecho ingui gula plata kʉnʉnka, tamkʉna ingui tujkʉna cobre kʉnʉnka, bunakʉla sherkʉla kʉnʉnka ingui kʉjsa sherkʉla tshuiwin zhimekumantka.","Este es tu sueño: viste una enorme estatua con cabeza de oro, pecho y brazos de plata, abdomen y muslos de cobre, piernas de hierro y pies de hierro mezclado con barro. Luego, una piedra salió de una montaña y le dio un golpe muy fuerte a los pies de la estatua.",revisar,lfb oraciones
lfb_MLY_p146_s025,"Ukuemdzi, ingui ingina shimurruakamdzi atuna estatuanzhe kʉjsamba anzhazhi ijkukumantka.","La estatua se rompió y se hizo polvo, y el viento luego se lo llevó.",aprobado,lfb oraciones
lfb_MLY_p146_s026,"Mema estatua zhishena ingui katumawa zhituna awantka,",La piedra se convirtió en una gran montaña que llenó toda laTierra”.,revisar,lfb oraciones
lfb_MLY_p147_s001,ingui ukuemdzi burtaga une awantka. Mema ingina zhituna awantka ingui shimurrua tshujkuega kangʉmamba akime nekantka”.,"Después, Daniel dijo: “El sueño significa esto: tu reino es la cabeza de oro.",revisar,lfb oraciones
lfb_MLY_p147_s003,"Ukuemdzi, Danielga guaka: “Minzhʉntka ima guashi: manzhe zhaguashaiama nʉnka shamunku oro kʉnʉnka.",La parte de plata es un reino que habrá después del tuyo.,aprobado,lfb oraciones
lfb_MLY_p147_s004,"Platanzhe kʉnzhʉnga guashi nakunguaka ingui zhaguasheka awemdzi. Cobre kʉnzhʉnga ʉndua zhaguasheka, guashi nakunguaka awemdzi, ingui zhaguashaiunguaka kʉ kangʉma kʉnzhʉnai.","El cobre representa otro reino, que vendrá después, y que gobernará sobre toda laTierra.",revisar,lfb oraciones
lfb_MLY_p147_s006,Mema zhaguasheka nakunguaka dʉma nantka sherkʉlaie.,El reino siguiente será tan fuerte como el hierro.,aprobado,lfb oraciones
lfb_MLY_p147_s007,Zhiwʉsiga nakunguaka zhaguasheka kʉnkuanguazi kʉnanʉnka nʉnkambarru dʉma sherkʉlaie nʉnkambarru sʉm nʉnka tshuie.,Al final habrá un reino dividido que tendrá partes fuertes como el hierro y partes débiles como el barro.,aprobado,lfb oraciones
lfb_MLY_p147_s008,"Ingina ingui shimurrua zhitunga nʉnka Kunkujshinanzhe Zhaguasheka, memaga asisunguaka kʉ iambamdzi zhaguashekandzina ingui buiengua skumún nantka”.","La piedra que se convierte en una montaña es el Reino de Dios, que destruirá a todos los demás reinos y durará para siempre”.",aprobado,lfb oraciones
lfb_MLY_p147_s009,Nabucodonosor bunkʉjka isui nekantka Daniel nukuamba ingui ʉnkʉjshena nekuemdzi kaia: “Manzhe Kunkujshinaga mʉtushisha awantka kʉwarga nanzhʉn awantka.,Nabucodonosor se arrodilló enfrente de Daniel con la cabeza agachada y dijo: “Tu Dios te reveló el sueño.,aprobado,lfb oraciones
lfb_MLY_p147_s010,Kuaún nʉnka kunkujshina ʉndua naie nʉnka”.,No existe otro dios como él”.,aprobado,lfb oraciones
lfb_MLY_p147_s011,"We ñinguamka guagunazhirru, Nabucodonosorga masha awantka shamunku kʉ zhaguashekandzinanzhe Babiloniamba.","En vez de matar a Daniel, Nabucodonosor le dio el puesto de jefe de todos los sabios y de gobernante de la provincia de Babilonia.",revisar,lfb oraciones
lfb_MLY_p147_s012,¿Tua mau inzhina Jehovága gʉgaso awantka Daniel?,¿Viste cómo contestó Jehová la oración de Daniel?,aprobado,lfb oraciones
lfb_MLY_p147_s013,Zhishizha: ¿Inzhina gʉntuna awantka Danielga ñi guashi nʉnka Nabucodonosorga kʉwarga anzhʉn ukua?,Preguntas: ¿Cómo supo Daniel lo que significaba el sueño de Nabucodonosor?,aprobado,lfb oraciones
lfb_MLY_p147_s014,¿Ñi guashi nanantka mema kʉwarga anzhʉntka?,¿Qué significaba el sueño?,aprobado,lfb oraciones
lfb_MLY_p148_s001,ʉnkʉjshena dzinekún nʉnka ñingui dzingontka nukamba,No se inclinan delante de la estatua,aprobado,lfb oraciones
lfb_MLY_p148_s002,"Biongua zhanekungui zhaguasheka Nabucodonosor estatuawin anzhʉn ukuemdzi, gawʉn guaka awantka ingui estatua tshujkuega oro kʉnʉnka.","Poco después de que el rey Nabucodonosor soñara con la estatua, mandó hacer una estatua enorme de oro.",aprobado,lfb oraciones
lfb_MLY_p148_s003,"Ukuemdzi une awantka dzitujkua Dura zhiganugeku meku wintsha awantka shka bʉgui anzhʉngandzina kʉ nʉnkʉrga zhana, mimi dzinukuantka, Sadrac, Mesac ingui Abednego.","La puso en la llanura de Dura y reunió delante de ella a toda la gente importante del país, incluidos Sadrac, Mesac y Abednego.",aprobado,lfb oraciones
lfb_MLY_p148_s004,"Zhaguashekaga guaka: “Trompeta akanumpana awanshkʉ, arpa ingui gaitandzina, ʉnkʉjshena maunkua estatua nukamba.","El rey ordenó: “Cuando oigan el sonido de trompetas, arpas y gaitas, deben inclinarse ante la estatua.",aprobado,lfb oraciones
lfb_MLY_p148_s005,Bimanguazi ʉnkʉjshena nekún nanuerru geka kʉwasi nekʉnka”.,Cualquiera que no lo haga será castigado en el horno de fuego”.,aprobado,lfb oraciones
lfb_MLY_p148_s007,¿ʉnkʉjshena dzinekʉnka mema maigua hebreundzina estatua nukamba?,¿Se inclinarían los tres hebreos ante aquella estatua?,aprobado,lfb oraciones
lfb_MLY_p148_s008,"¿Kua, kʉzhinduna dzawʉnka Jehováki?",¿O adorarían solo a Jehová?,aprobado,lfb oraciones
lfb_MLY_p148_s009,"Ukuambarru, zhaguashekaga guaka awantka dzinzhamaia awega. Kʉ nʉnka dzʉnkʉjshena ingui gaguanumpana awantka mema estatua.","Entonces, el rey ordenó que tocaran música.Todos se inclinaron y adoraron la estatua.",revisar,lfb oraciones
lfb_MLY_p148_s011,"Ukuashkʉ Sadrac, Mesac ingui Abednego memé dzinekuñí awantka.","Pero Sadrac, Mesac y Abednego no la adoraron.",aprobado,lfb oraciones
lfb_MLY_p148_s012,Ingui terruandzinaga kakʉjtua awantka ukuemdzi zhaguashekaga gaguia awantka: “Ima maigua hebreundzina gaguanʉn nukún manzhe estatua”.,Unos hombres se dieron cuenta y le dijeron al rey: “Esos tres hebreos no están adorando tu estatua”.,aprobado,lfb oraciones
lfb_MLY_p148_s013,Nabucodonosorga kʉjkanʉn guaka awantka mema maigua kuimandzina ukuemdzi kakaia: “Guaka awʉnga ingui mawiga uguana awega mema estatua.,"Nabucodonosor mandó llamar a los tres jóvenes y les dijo: “Voy a darles otra oportunidad para que adoren la estatua. Si no lo hacen, los echaré en el horno de fuego.",revisar,lfb oraciones
lfb_MLY_p148_s014,"Nekún mʉnantkuerru, maikʉwasi awʉnga gerga.",Ningún dios podrá salvarlos de mí”.,aprobado,lfb oraciones
lfb_MLY_p148_s015,Bimangua kunkujshinandzina maijkuaún nantka rambamdzi”.,Ellos le respondieron: “No necesitamos otra oportunidad.,aprobado,lfb oraciones
lfb_MLY_p148_s016,Ijkʉnaga gʉgantshijso: “Naikawanekun ñí ingui naiguia awega.,"Nuestro Dios puede salvarnos. Y, aunque no nos salve, oh, rey, no vamos a adorar la estatua”.",revisar,lfb oraciones
lfb_MLY_p148_s017,Nawinzhe Kunkujshina naijkua awazhʉnga.,Nabucodonosor se puso muy furioso.,aprobado,lfb oraciones
lfb_MLY_p148_s018,"Ingui na naijkuaún nanuengua, zhaguasheka muguia aunkurra, uguanún nantkurra mema estatua”.",Les dijo a sus hombres: “¡Calienten el horno siete veces más de lo normal!”.,aprobado,lfb oraciones
lfb_MLY_p148_s019,Nabucodonosor bʉgui kumatuna ukuemdzi na iba kʉnekandzina kaia: “¡Tʉgui anzhakujtsha ushau mema,Luego mandó a sus soldados: “Aten a estos hombres y arrójenlos allí”. El horno estaba,revisar,lfb oraciones
lfb_MLY_p149_s001,horno kuguawina agʉñi!”. Ukuemdzi angasha awantka nanzhe koshkandzina: “ʉnkʉndza ushau ima terruandzina awemdzi kʉwasi maunkua meku”.,tan caliente que los soldados murieron cuando se acercaron a él.,revisar,lfb oraciones
lfb_MLY_p149_s003,Mema horno tʉgui anzhʉnga nukuame koshkandzina meku kʉjsui dzinekuashkʉ dziwida awantka.,Los tres hebreos cayeron en el fuego.,revisar,lfb oraciones
lfb_MLY_p149_s004,"Maiguangui hebreundzina ashena awantka geka. Ukuemdzi, Nabucodonosor ge kushaka kʉjsui nekuashkʉ tua awantka makegua shka biná ge sikarga.","Luego, Nabucodonosor se asomó al horno y vio que había cuatro personas caminando dentro, en vez de tres.",revisar,lfb oraciones
lfb_MLY_p149_s006,Bʉgui zen kʉnaka ukuemdzi ashizha na angunekandzinaga: “¿Maigua terrua gemba kʉwasi aununkujsie?,Se asustó mucho y les preguntó a sus ayudantes: “¿No echamos a tres hombres en el fuego?,aprobado,lfb oraciones
lfb_MLY_p149_s007,"Awantka nʉnka makegua tunargi, ¡Shkua ángeliekuia kʉnzhʉnga!”.","Veo a cuatro, ¡y uno de ellos parece un ángel!”.",aprobado,lfb oraciones
lfb_MLY_p149_s008,"Nabucodonosor agʉñi kʉjsuiguma hornoka ukuemdzi kuzhisha: “¡Atuna ushau, Kunkujshina agʉñi tshujkueganzhe shkandzina!”. Kʉ nʉnkaga zu kakʉnekuñí tshijtua ukuashkʉ Sadrac, Mesac ingui Abednego gembamdzi antshijtuna inzhinangua kakinzhanuñí awantka.","Nabucodonosor se acercó más al horno y gritó: “¡Salgan, siervos del Dios Altísimo!”.Todos se asombraron cuando vieron que Sadrac, Mesac y Abednego salían del fuego y que no les había pasado nada.",revisar,lfb oraciones
lfb_MLY_p149_s010,"Ñi gʉta, ñi sha, ñi mʉkʉjsala kakijpunuñí awantka, ñi sutanguingua natunuñí dzawantka.","Ni la piel ni el pelo ni la ropa se les habían quemado, y ni siquiera olían a humo.",aprobado,lfb oraciones
lfb_MLY_p149_s011,"Nabucodonosorga guaka: “¡Kunkujshina Sadracnzhe, Mesacnzhe ingui Abednegunzhe tshujkuega nʉnka!","Nabucodonosor dijo: “¡El Dios de Sadrac, Mesac y Abednego es impresionante!",aprobado,lfb oraciones
lfb_MLY_p149_s012,Shkua ángel angasha awantka kakijkua awega.,Envió a su ángel para salvarlos.,aprobado,lfb oraciones
lfb_MLY_p149_s013,Nanún nʉnka ʉndua kunkujshina ijkʉnanzheie”.,No hay otro dios como el de ellos”.,aprobado,lfb oraciones
lfb_MLY_p149_s014,"Maiguangui hebreundzina dzui dzʉnkangugantka dzinukuantka Jehová saa nazhi kʉnduna awega, anzhe widakuaga kakʉnzhʉnguengua.","Los tres hebreos estaban decididos a ser leales a Jehová, pasara lo que pasara.",aprobado,lfb oraciones
lfb_MLY_p149_s015,¿Ijkʉnaiengui saa nʉnka nanʉnegi mimtu?,¿Quieres ser leal como ellos?,aprobado,lfb oraciones
lfb_MLY_p149_s016,"Zhishizha: ¿Ñi dzinekuñí awantka Sadrac, Mesac ingui Abednego?","Preguntas: ¿Qué fue lo que no hicieron Sadrac, Mesac y Abednego?",aprobado,lfb oraciones
lfb_MLY_p149_s017,¿Ñi nekantka Jehová kakijkua awega?,¿Qué hizo Jehová para salvarlos?,aprobado,lfb oraciones
lfb_MLY_p150_s001,Ingui zhaguasheka shkua kʉn tshujkuega nʉnkaie nʉnka,Un reino que es como un gran árbol,aprobado,lfb oraciones
lfb_MLY_p150_s002,"Ingui shia, Nabucodonosor kʉwarga anzhʉn ukuashkʉ bʉgui zen kʉnaka awantka.","Una noche, Nabucodonosor tuvo un sueño que le dio mucho miedo.",aprobado,lfb oraciones
lfb_MLY_p150_s003,"Kʉjkanʉn guasha awantka nanzhe zhigʉntshujkuagandzina gaguia awega ñi guashi nʉnka na kʉwarga anzhʉntkua, ukuashkʉ nenegangua uguiuñí awantka ñi guashi nʉnka.","Llamó a sus sabios para que le dijeran lo que significaba el sueño, pero ninguno pudo explicárselo.",aprobado,lfb oraciones
lfb_MLY_p150_s004,"Zhiwʉsiga, zhaguasheka Danielwin ashe awantka.","Al final, el rey habló con Daniel.",aprobado,lfb oraciones
lfb_MLY_p150_s005,Nabucodonosorga uguia Danielga: “Kʉwarga tua awanarga ingui kʉn katshijkiamaka sui jinantka.,Nabucodonosor le dijo a Daniel: “En el sueño vi un árbol que creció hasta llegar al cielo.,aprobado,lfb oraciones
lfb_MLY_p150_s006,Gatua uka nanantka kʉ nʉnkʉrga kangʉmambamdzi.,Se podía ver desde todas partes de la Tierra.,aprobado,lfb oraciones
lfb_MLY_p150_s007,Zukuega kʉnata kʉnʉnka nanantka ingui bʉgui kʉnzhiwa.,Tenía hojas muy bonitas y mucha fruta.,aprobado,lfb oraciones
lfb_MLY_p150_s008,"Zhigawigandzina dzʉnkaseska nanantka na wanamba, suzhindzina dzʉnkʉngoka nanantka jola nanzhe gulamba.","Los animales descansaban bajo su sombra, y los pájaros hacían nidos en las ramas.",aprobado,lfb oraciones
lfb_MLY_p150_s009,"Ukuemdzi, katshijkiamargamdzi iuna awantka ingui ángel, ukuemdzi kuzhisha: ‘¡Ako ushau kʉn ingui kʉngui nanzhe gulandzinangua inguga maunkua!","Luego, un ángel bajó del cielo y gritó: ‘¡Corten el árbol y quítenle las ramas!",revisar,lfb oraciones
lfb_MLY_p150_s010,Awashkʉ masha maunkua akimekuega nanzhe kʉjsakusha kʉntshiwalawin. Awemdzi ama ushau ingui correa sherkʉla ingui cobre ugatena.,Pero dejen una pequeña parte del tronco con las raíces.Ypónganle cinturones de hierro y cobre alrededor.,revisar,lfb oraciones
lfb_MLY_p150_s012,"Mema kʉnzhe duawiga zhisameguma aunguaka. Terruanzhe duawiga kʉnanasaná awʉnka, kʉnanʉnka ingui duawiga zhigawiganzhe.",El corazón del árbol cambiará.,revisar,lfb oraciones
lfb_MLY_p150_s014,Awemdzi anzhagi awʉnka kugua tiempo. Kʉ nʉnkaga gʉntuna awʉnka Kunkujshina Zhaguasheka nʉnka ingui mema zhaguashaiama naka akawa awazhʉnga nenega akawʉnegi amtuwerruø”.,"Ya no será el corazón de un hombre, sino el de una bestia.Ypasarán siete tiempos.Todos se darán cuenta de que Dios es Gobernante y de que él le puede dar un reino a quien él quiera’”.",revisar,lfb oraciones
lfb_MLY_p150_s016,Jehovága uguia awantka Danielga ñi guashi nʉnka mema kʉwarga anzhʉntkua.,Jehová le dijo a Daniel lo que significaba el sueño.,aprobado,lfb oraciones
lfb_MLY_p150_s017,Danielga kintujkua ukuashkʉ zen kʉnaka awantka.,"Cuando Daniel entendió el sueño, se asustó.",aprobado,lfb oraciones
lfb_MLY_p150_s018,"Guaka: “Zhaguasheka, mema kʉwamba tuamka kinzhʉn awakuaga wandua nʉnkandzinaga, awashkʉ ma mikinzhanʉnka.","Dijo: “Oh, rey, ojalá les pasara a tus enemigos lo que viste en este sueño, pero te va a pasar a ti.",aprobado,lfb oraciones
lfb_MLY_p150_s019,Kʉn tshujkuega antshijko ukua ma mʉnʉnka.,El gran árbol que cortaron eres tú.,aprobado,lfb oraciones
lfb_MLY_p150_s020,Sisa mawʉnka manzhe zhaguashaiama ingui ga mawʉnka tshiwa kamkerga zhigawigandzinaie.,Perderás tu reino y comerás hierba en el campo como un animal salvaje.,aprobado,lfb oraciones
lfb_MLY_p150_s021,Ukuashkʉángelga guaka masha awakuaga kʉjsakusha kʉntshiwalawin.,Pero el ángel dijo que dejaran un pedazo de tronco con sus raíces.,aprobado,lfb oraciones
lfb_MLY_p150_s022,Mema guashi ingui zhaguasheka mʉnekunguaka”.,Eso significa que volverás a ser rey”.,aprobado,lfb oraciones
lfb_MLY_p150_s023,"Ingui kʉgi anzhagi ukuemdzi, Nabucodonosor binʉn nukuantka nanzhe urraga mandaka, ukuemdzi tumpana awantka Babilonia.","Un año después, Nabucodonosor estaba paseando por la azotea de su palacio y se puso a admirar Babilonia.",aprobado,lfb oraciones
lfb_MLY_p150_s024,Naka guaka: “¡Ñi ciudad tshujkuega go awanarga!,Él dijo: “¡Qué ciudad tan impresionante he construido!,aprobado,lfb oraciones
lfb_MLY_p150_s025,¡agʉñi bʉgui anzhanuga!”.,¡Soy lo máximo!”.,aprobado,lfb oraciones
lfb_MLY_p150_s026,"Mema guakʉn nukuashkʉ, katshijkiamargamdzi kʉzhia awantka: “¡Nabucodonosor!","Mientras decía eso, una voz del cielo le dijo: “¡Nabucodonosor!",aprobado,lfb oraciones
lfb_MLY_p150_s027,Sisamawin manzhe zhaguashaiama”.,Acabas de perder tu reino”.,aprobado,lfb oraciones
lfb_MLY_p150_s028,"Ukuashkangui, Nabucodonosor duma zhituna ingui zhigawigaie arkʉnʉnka nekumpana.","En ese momento, Nabucodonosor se volvió loco y empezó a portarse como un animal salvaje.",aprobado,lfb oraciones
lfb_MLY_p150_s029,"Memé nunkuame andziwasi awantka nanzhe urragakamdzi, ingui","Así que lo echaron de su palacio, y tuvo que vivircon los animales del campo. El pelo le creció tanto que se parecía a las plumas de un águila, y sus uñas se hicieron tan largas como las uñas de un pájaro.",revisar,lfb oraciones
lfb_MLY_p151_s001,"kuakuaga kʉnzhaneka awantka zhigawiga tshiwarga zhanandzinawin. Sha bʉgui kijina ukuame gatuka nanantka sizhikanzhe dungʉlaie kuega, ingui nanzhe kʉjsulumandzina zhinuka kʉnekantka suzhinzhe kʉjsulumaie kuegandzina.",Preguntas: ¿Qué significaba el sueño de Nabucodonosor?,revisar,lfb oraciones
lfb_MLY_p151_s003,"Kugua kʉgi anzhagi ukuemdzi, Nabucodonosor zhituna awantka minsha nunkuaiengui, ingui Jehovága ushisha awantka zhaguasheka nanega Babiloniamba. Ukuemdzi Nabucodonosorga guaka: “Anzhakujtsha awʉnga Jehová, Zhaguasheka katshijkiamarga zhana.",¿Qué lección aprendió Nabucodonosor?,revisar,lfb oraciones
lfb_MLY_p151_s005,Naka agʉñi zhigunga zhiuntsha uka. Iwa nʉgʉntshaJehová nʉnka nʉnai Zhaguasheka ingui naka akawa uka zhaguashaiama nenega akawʉnegi amtuwerru”.,“El orgullo viene,revisar,lfb oraciones
lfb_MLY_p152_s001,Gulaga go ukua paredmba,Un mensaje en la pared,aprobado,lfb oraciones
lfb_MLY_p152_s002,"Ukuemdzi, Belsasar zhaguasheka nanantka Babilonia zhana.","Con el tiempo, Belsasar llegó a ser el rey de Babilonia.",aprobado,lfb oraciones
lfb_MLY_p152_s003,"Ingui sheku zhʉnguashkʉ, naka gunasha awantka bʉgui shkandzina naia awega nanzhe urragaka tshijkuin.","Una noche, hizo un banquete para mil invitados.",revisar,lfb oraciones
lfb_MLY_p152_s004,Mema shkandzina nanantka agʉñi anzhʉngandzina mimingui zhana.,Eran las personas más importantes del país.,revisar,lfb oraciones
lfb_MLY_p152_s005,Unakʉn guaka awantka vaso orondzina Nabucodonosorga unkune awantka nunkuá Jehovánzhe templumbamdzi.,Les mandó a sus sirvientes que sacaran los vasos de oro que Nabucodonosor se había llevado del templo de Jehová.,aprobado,lfb oraciones
lfb_MLY_p152_s006,Belsasar ingui naka gunasha awantkuandzinawin dzanga ukuemdzi ingui dzakʉnduna awantka ijkʉnanzhe kunkujshina.,Belsasar y sus invitados usaron esos vasos para beber y se pusieron a alabar a sus dioses.,aprobado,lfb oraciones
lfb_MLY_p152_s007,"Ukuashkʉ, atuna awantka shkua gula terruanzhe, mema gulaga paredmba bungengʉma kintujkuawi nʉnka gaumpana awantka ijkʉna dzʉntenukuamba.","De repente, apareció la mano de un hombre que empezó a escribir unas palabras misteriosas en la pared del salón de banquetes.",aprobado,lfb oraciones
lfb_MLY_p152_s008,Belsasar bʉgui zen kʉnaka awantka.,Belsasar se asustó mucho.,aprobado,lfb oraciones
lfb_MLY_p152_s009,"Kʉjkana awantka nanzhe sewakʉnandzina ukuemdzi kaia awantka: “Bimaga nuguia awerru ñi guashi nʉnka mema bungengʉma, zhigate awʉnga maigua nʉnka terrua agʉñi anzhʉnga Babilonia zhana”.","Llamó a sus magos y les prometió: “A cualquiera que me explique el significado de estas palabras, lo convertiré en el tercer hombre más importante de Babilonia”.",aprobado,lfb oraciones
lfb_MLY_p152_s010,"Memé nunkuame dzinguakega ukuashkʉ, bimagangua guakʉn ijkakanzhanekuñí awantka mimi gogumantka nukua.","Así que lo intentaron, pero ninguno pudo explicar el mensaje.",aprobado,lfb oraciones
lfb_MLY_p152_s011,Ukuambarru kinkuma awantka mena zhaguasheka nunkuá ukuemdzi guaka: “Shkua terrua Daniel zhiganuka naka uguika nanantka Nabucodonosorga kʉwarga anzhʉn ukuandzina.,Entonces llegó la reina y dijo: “Un hombre que se llama Daniel le explicaba los sueños y acertijos a Nabucodonosor.,aprobado,lfb oraciones
lfb_MLY_p152_s012,Naka muguia awazhʉnga ñi guashi nʉnka mema bungengʉmandzina mimi gogumantka nuka”.,Él puede decirte el significado de estas palabras”.,aprobado,lfb oraciones
lfb_MLY_p152_s013,Danielga tuʉn naia awantka zhaguasheka.,Daniel fue a ver al rey.,aprobado,lfb oraciones
lfb_MLY_p152_s014,"Kinkuma ukuashkʉ, Belsasarga kaia: “Asheshisha mawazhʉnga nʉnerru ingui nuguia mawerru, mikawa awʉnga shkua kuinta oro bunantka ingui mʉzhigate awʉnga terrua maigua agʉñi manzhʉnga Babilonia zhana”.","Cuando llegó, Belsasar le dijo: “Si puedes leer y explicar estas palabras, te daré un collar de oro y te convertiré en el tercer hombre más importante de Babilonia”.",aprobado,lfb oraciones
lfb_MLY_p152_s015,Danielga gʉgaso: “ Ñingua zhisozún nanga.,Daniel le respondió: “No quiero regalos.,aprobado,lfb oraciones
lfb_MLY_p152_s016,Awashkʉ muguia awʉnga ñi guashi nʉnka mema bungengʉmandzina.,Pero sí te diré lo que significan esas palabras.,aprobado,lfb oraciones
lfb_MLY_p152_s017,"Manzhade, Nabucodonosor, agʉñi anzhʉnga zhigunga nanantka, memé nunkuame Jehovága shikʉndza awantka zhiunantka nanega.","Tu padre, Nabucodonosor, era un orgulloso, y Jehová le dio una lección de humildad.Tú ya sabías todo lo que le pasó a él, pero de",revisar,lfb oraciones
lfb_MLY_p152_s018,"Maka kʉ mʉgʉntsha nanantka inzhina kinzhʉntka na, memé nunkuengua tuñí awamka Jehová agʉñi dʉma kʉnʉnka.",todos modos no respetaste a Jehová. Usaste los vasos de oro de su templo para beber vino.,revisar,lfb oraciones
lfb_MLY_p152_s019,We ñinguamka guga awamka Jehovánzhe vasundzina anga awega.,"Así que Dios ha escrito estas palabras: MENÉ, MENÉ, TEQUEL y PARSÍN.",aprobado,lfb oraciones
lfb_MLY_p152_s020,"Memé nʉname Kunkujshinaga go awantka ima bungengʉma: imé guaka MENÉ, MENÉ, TEQUEL ingui PARSÍN.","Eso significa que los medos y los persas conquistarán Babilonia, y tú ya no serás el rey”.",aprobado,lfb oraciones
lfb_MLY_p152_s021,"Mema guashi nʉnka medundzinaga ingui persas zhanandzinaga uguminsha awʉnka Babilonia, awanshkʉ ma agʉñi zhaguasheka nanún mʉnantka”.",Parecía imposible que alguien pudiera conquistar Babilonia.,revisar,lfb oraciones
lfb_MLY_p152_s022,Nenegangua uguminshún nanazhʉnga nanantka Babilonia.,La ciudad estaba protegida por murallas muy grandes y un río profundo.,revisar,lfb oraciones
lfb_MLY_p152_s023,Mema ciudad gogumantka nukuantka muralla,Pero esa misma,revisar,lfb oraciones
lfb_MLY_p153_s001,tshujkuegandzinawin ingui shkua dukujshui bʉgui dzira kʉnʉnkawin nenengua anzhakʉjtawi nanantka.,"noche, los medos y los persas atacaron Babilonia.",revisar,lfb oraciones
lfb_MLY_p153_s002,"Mema shia, medos ingui persandzinawin dzinaia awantka kosha awega Babilonia zhanandzinawin. Ciro, zhaguasheka persas zhana, naka dukujshui jontsha awantka nanzhe koshkandzina puertaka kinkuma awega.","Ciro, el rey persa, desvió el río para que el ejército pudiera llegar hasta las puertas de la ciudad.",revisar,lfb oraciones
lfb_MLY_p153_s004,"Mimi kinkuma dzukuashkʉ, ¡puertandzina gumakʉjpekumantka nukuantka!","Cuando llegaron allí, ¡las puertas estaban abiertas!",aprobado,lfb oraciones
lfb_MLY_p153_s005,"Soldadundzina ampʉjkangui tshjikosha awantka, kʉjsʉnkʉngo dzawantka mema ciudad ingui dzinguaga awantka zhaguashekangua.","Los soldados atacaron enseguida, conquistaron la ciudad y también mataron al rey.",aprobado,lfb oraciones
lfb_MLY_p153_s006,Iwa Ciro zhaguasheka nʉnka Babilonia zhana.,Ahora Ciro era el gobernante de Babilonia.,aprobado,lfb oraciones
lfb_MLY_p153_s007,"Inkuijkʉgi zhaneka ukuemdzi, Ciruga guaka awantka: “Jehovága nuguia awantka go awega nanzhe templo Jerusalénka.","En el primer año de su gobierno, Ciro anunció: “Jehová me ha dicho que reconstruya su templo en Jerusalén.",aprobado,lfb oraciones
lfb_MLY_p153_s008,Judíundzina gunekʉn naiʉnegi ijkakamrrerru dzinaia awazhʉnga”.,Los judíos que quieran ayudar pueden ir”.,aprobado,lfb oraciones
lfb_MLY_p153_s009,Memé nunkuame 70 kʉgi anzhagi ukuemdzi bʉgui israelitandzina dzinaia awantka ingui Jerusalén.,"Por eso, muchos regresaron a su tierra 70 años después de la destrucción de Jerusalén.",aprobado,lfb oraciones
lfb_MLY_p153_s010,Kʉnzhaneka awantka Jehovága guaka ukuaiengui.,Así se cumplió la promesa de Jehová.,aprobado,lfb oraciones
lfb_MLY_p153_s011,"Ukuemdzi, Ciruga zhitunsha awantka vaso oro plata bunantkandzina, ingui ñingui agʉñi Nabucodonosorga une ukua templunzhe.","Además, Ciro les devolvió los vasos de oro y plata, y las otras cosas que Nabucodonosor se había llevado del templo.",aprobado,lfb oraciones
lfb_MLY_p153_s012,¿Tua aumʉnanu inzhina Jehovága anguga awantka Ciro anguneka awega nanzhe gunamandzina?,¿Viste cómo usó Jehová a Ciro para ayudar a su pueblo?,aprobado,lfb oraciones
lfb_MLY_p153_s013,Zhishizha: ¿Ñi guashi nanantka bungengʉma atuna ukua paredmba?,Preguntas: ¿Qué significaba el mensaje que apareció en la pared?,aprobado,lfb oraciones
lfb_MLY_p153_s014,¿Ñi uguiantka Jehovága Ciro neka awega?,¿Qué le dijo Jehová a Ciro que hiciera?,aprobado,lfb oraciones
lfb_MLY_p154_s001,Daniel kʉzhiwasi dzawantka dumagandzina kuaguarga,Daniel en el hoyo de los leones,aprobado,lfb oraciones
lfb_MLY_p154_s002,Darío medo zhana na nanantka zhaguasheka Babiloniaka.,Darío el medo fue otro rey de Babilonia.,aprobado,lfb oraciones
lfb_MLY_p154_s003,"Naka gʉntuna awantka Daniel ñingui zumé neka nanantka, memé nunkuame guaka awantka Danielga angashʉnka terrua bʉgui anzhʉngandzina mimi zhana.","Se dio cuenta de que Daniel era especial, así que lo puso a cargo de los hombres más importantes del país.",aprobado,lfb oraciones
lfb_MLY_p154_s004,Ima terruandzinaga ja ijkakakujtshijka nanantka Daniel. Memé nunkuame guagʉnegi ijkakamsi dzinukuantka.,Estos hombres le tenían envidia a Daniel y querían acabar con él.,revisar,lfb oraciones
